#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-11-16T15:22:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ582c79556c5c 
#INFO -out.max=unlimited 
#INFO queryParameters=15 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/AJ/131/2766/table5
#-nav=cat:J/AJ/131/2766&tab:{J/AJ/131/2766/table5}&key:source=J/AJ/131/2766/table5&HTTPPRM:&&-ref=VIZ582c79556c5c&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=z&-out=imag&-out=iMAG&-out=Cor&-ignore=SDSS=*&SDSS=SDSS&NED=NED&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/131/2766/table5
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/131/2766/table5
#-order=I
#-out=z
#-out=imag
#-out=iMAG
#-out=Cor
#

#RESOURCE=yCat_51312766
#Name: J/AJ/131/2766
#Title: Quasar luminosity function from SDSS-DR3 (Richards+, 2006)
#Table J_AJ_131_2766_table5:
#Name: J/AJ/131/2766/table5
#Title: Statistical quasar sample
#---Details of Columns:
#     z          (F6.3)  Redshift [ucd=src.redshift]
#     imag (mag) (F5.2)  Dereddened i band magnitude [ucd=phot.mag;em.opt.I]
#     iMAG (mag) (F6.2)  Absolute i band magnitude at z=2 [ucd=phys.magAbs]
#     Cor        (F5.2)  [0,1] Selection function value [ucd=meta.note]
# ------ ----- ------ -----
#        imag  iMAG        
# z      (mag) (mag)  Cor  
# ------ ----- ------ -----
 1.171 18.38 -26.06  0.95
 2.321 18.97 -27.18  0.77
 1.897 18.98 -26.56  0.95
 1.465 18.77 -26.13  0.95
 1.628 18.18 -26.96  0.95
 2.765 19.06 -27.45  0.05
 1.845 19.03 -26.42  0.95
 1.010 19.05 -25.13  0.95
 0.572 19.04 -23.80  0.95
 2.171 18.81 -27.14  0.94
 1.580 19.00 -26.06  0.95
 2.095 18.60 -27.25  0.95
 0.676 18.45 -24.83  0.94
 1.100 18.62 -25.70  0.95
 3.613 20.19 -26.90  0.56
 2.020 19.03 -26.71  0.95
 2.261 18.88 -27.20  0.86
 1.706 18.80 -26.46  0.95
 1.782 18.11 -27.26  0.95
 1.613 18.94 -26.17  0.95
 1.335 18.93 -25.80  0.95
 2.088 18.51 -27.32  0.95
 0.409 17.90 -24.18  0.95
 0.590 18.62 -24.28  0.95
 3.543 18.82 -28.23  0.70
 1.120 19.03 -25.33  0.95
 2.320 19.04 -27.11  0.78
 1.435 17.48 -27.40  0.95
 0.701 18.93 -24.46  0.95
 2.612 18.96 -27.47  0.24
 1.498 18.92 -26.01  0.95
 0.514 18.14 -24.42  0.95
 0.519 18.84 -23.75  0.95
 2.750 18.96 -27.54  0.95
 1.933 18.88 -26.72  0.95
 3.776 18.50 -28.72  0.94
 2.002 17.89 -27.83  0.95
 1.003 17.80 -26.37  0.95
 1.567 19.02 -26.02  0.95
 2.192 18.59 -27.40  0.94
 2.074 18.09 -27.72  0.95
 1.865 19.01 -26.47  0.95
 0.674 18.76 -24.51  0.93
 1.304 18.72 -25.95  0.95
 2.323 18.77 -27.38  0.78
 0.931 19.07 -24.97  0.95
 1.512 18.12 -26.83  0.95
 1.713 18.97 -26.30  0.95
 3.964 18.92 -28.44  0.94
 0.676 18.80 -24.48  0.93
 1.870 18.24 -27.25  0.95
 3.725 19.91 -27.27  0.89
 1.902 18.89 -26.66  0.95
 1.450 19.02 -25.87  0.95
 1.744 19.01 -26.30  0.95
 3.166 19.45 -27.39  0.76
 2.384 18.93 -27.28  0.70
 2.337 18.99 -27.18  0.77
 1.038 17.66 -26.56  0.95
 2.221 18.64 -27.38  0.93
 1.968 18.94 -26.72  0.95
 0.957 19.08 -25.00  0.95
 1.363 18.68 -26.09  0.95
 1.581 18.77 -26.29  0.95
 2.601 18.81 -27.61  0.26
 0.926 18.91 -25.11  0.95
 0.548 18.86 -23.86  0.95
 1.202 18.98 -25.51  0.95
 0.390 17.95 -24.04  0.95
 2.559 18.66 -27.73  0.58
 2.141 18.39 -27.52  0.95
 1.128 18.75 -25.62  0.95
 1.041 17.65 -26.58  0.95
 0.892 18.94 -25.01  0.95
 0.394 16.92 -25.09  0.95
 1.407 18.28 -26.56  0.95
 1.378 17.10 -27.69  0.95
 1.191 18.63 -25.84  0.95
 0.939 18.96 -25.09  0.95
 3.480 19.73 -27.30  0.55
 2.315 18.57 -27.57  0.78
 1.673 19.08 -26.13  0.95
 0.430 18.83 -23.33  0.95
 1.949 18.85 -26.78  0.95
 1.347 19.05 -25.70  0.95
 1.868 18.37 -27.12  0.95
 1.117 18.33 -26.02  0.95
 1.855 17.53 -27.94  0.95
 1.156 17.86 -26.55  0.95
 0.803 17.91 -25.81  0.95
 1.894 18.91 -26.62  0.95
 0.587 19.61 -23.27  0.00
 1.329 18.96 -25.75  0.95
 1.571 18.99 -26.05  0.95
 1.794 19.08 -26.30  0.95
 3.403 19.86 -27.15  0.56
 1.961 18.25 -27.40  0.95
 1.047 18.47 -25.77  0.95
 0.690 17.61 -25.73  0.94
 1.887 18.25 -27.26  0.95
 0.758 18.05 -25.55  0.95
 3.275 19.56 -27.36  0.85
 0.860 18.78 -25.09  0.95
 1.540 18.26 -26.73  0.95
 0.777 19.02 -24.63  0.95
 3.819 20.04 -27.22  0.92
 0.654 18.74 -24.43  0.93
 2.089 20.02 -25.82  0.00
 1.373 18.41 -26.37  0.95
 0.930 19.02 -25.01  0.95
 1.843 18.83 -26.62  0.95
 0.430 18.68 -23.49  0.95
 1.693 18.35 -26.89  0.95
 0.448 18.97 -23.28  0.95
 1.966 18.56 -27.10  0.95
 1.951 18.42 -27.22  0.95
 1.804 18.14 -27.26  0.95
 1.461 18.52 -26.37  0.95
 0.748 18.42 -25.15  0.95
 0.727 19.10 -24.39  0.94
 1.495 18.28 -26.66  0.95
 1.084 18.29 -26.00  0.95
 0.598 18.20 -24.73  0.95
 1.520 17.85 -27.11  0.95
 1.416 19.07 -25.78  0.95
 2.464 18.41 -27.89  0.75
 0.958 18.30 -25.79  0.95
 1.646 17.47 -27.70  0.95
 0.489 18.96 -23.48  0.95
 0.992 18.18 -25.96  0.95
 1.733 18.49 -26.81  0.95
 0.472 18.63 -23.73  0.95
 1.454 18.78 -26.11  0.95
 1.586 17.83 -27.24  0.95
 1.806 18.84 -26.56  0.95
 0.947 18.71 -25.35  0.95
 1.241 18.75 -25.81  0.95
 2.258 19.06 -27.01  0.84
 0.311 17.53 -23.97  0.95
 1.256 19.08 -25.51  0.95
 4.598 20.09 -27.61  0.95
 1.208 18.62 -25.88  0.95
 1.825 18.90 -26.53  0.95
 1.467 18.92 -25.98  0.95
 2.976 18.78 -27.91  0.55
 0.438 18.47 -23.73  0.95
 1.133 19.09 -25.28  0.95
 2.519 18.35 -28.01  0.70
 0.722 18.97 -24.51  0.95
 1.997 18.87 -26.84  0.95
 0.846 18.78 -25.06  0.95
 1.799 18.91 -26.48  0.95
 1.235 18.73 -25.82  0.95
 1.222 18.10 -26.43  0.95
 1.566 18.16 -26.88  0.95
 0.313 17.80 -23.72  0.95
 1.739 18.37 -26.94  0.95
 4.010 18.96 -28.42  0.95
 0.452 18.79 -23.47  0.95
 0.942 19.07 -24.99  0.95
 1.454 18.78 -26.12  0.95
 1.672 19.09 -26.12  0.95
 1.988 19.04 -26.65  0.95
 1.119 18.83 -25.52  0.95
 0.589 18.98 -23.92  0.95
 0.760 18.73 -24.88  0.95
 0.593 17.43 -25.48  0.95
 1.976 18.13 -27.55  0.95
 2.936 19.06 -27.59  0.42
 0.903 18.71 -25.27  0.95
 1.784 17.43 -27.94  0.95
 1.326 19.01 -25.70  0.95
 2.322 18.53 -27.62  0.78
 2.145 17.58 -28.34  0.94
 1.454 17.96 -26.93  0.95
 2.985 19.51 -27.19  0.33
 0.753 18.56 -25.02  0.95
 2.048 18.86 -26.93  0.95
 0.737 18.40 -25.12  0.95
 1.351 18.79 -25.96  0.95
 1.546 18.34 -26.66  0.95
 0.948 18.97 -25.10  0.95
 0.987 17.91 -26.23  0.95
 1.123 18.44 -25.92  0.95
 1.484 18.51 -26.41  0.95
 1.176 18.80 -25.64  0.95
 1.576 17.49 -27.56  0.95
 1.886 18.83 -26.69  0.95
 1.408 18.87 -25.97  0.95
 1.334 18.60 -26.13  0.95
 2.196 18.73 -27.26  0.94
 1.255 18.53 -26.06  0.95
 0.711 18.66 -24.77  0.95
 0.681 18.57 -24.73  0.91
 1.766 18.86 -26.49  0.95
 3.871 19.22 -28.07  0.92
 1.794 18.39 -27.00  0.95
 1.695 19.08 -26.16  0.95
 0.925 18.11 -25.92  0.95
 1.160 19.02 -25.40  0.95
 1.522 18.95 -26.02  0.95
 0.451 19.03 -23.23  0.95
 1.694 18.71 -26.53  0.95
 1.087 17.99 -26.31  0.95
 1.633 18.23 -26.92  0.95
 1.812 18.10 -27.31  0.95
 1.102 18.98 -25.35  0.95
 2.002 18.16 -27.56  0.95
 4.120 19.49 -27.96  0.95
 0.556 17.96 -24.80  0.95
 1.319 18.86 -25.83  0.95
 1.639 18.68 -26.48  0.95
 3.314 19.97 -26.98  0.64
 0.509 18.56 -23.97  0.95
 1.541 18.14 -26.85  0.95
 3.211 19.64 -27.23  0.77
 2.292 19.05 -27.07  0.84
 1.800 18.29 -27.10  0.95
 1.841 19.09 -26.36  0.95
 1.492 18.56 -26.37  0.95
 1.778 18.13 -27.23  0.95
 3.910 18.85 -28.47  0.94
 1.505 18.17 -26.77  0.95
 1.812 18.33 -27.08  0.95
 0.565 19.05 -23.75  0.95
 1.666 19.08 -26.12  0.95
 1.081 18.82 -25.47  0.95
 3.723 19.50 -27.68  0.94
 2.706 18.57 -27.90  0.05
 1.668 18.85 -26.35  0.95
 0.479 18.42 -23.97  0.95
 0.810 18.30 -25.45  0.95
 1.466 19.09 -25.81  0.95
 1.730 18.24 -27.06  0.95
 1.217 18.62 -25.90  0.95
 1.518 19.05 -25.91  0.95
 1.920 18.94 -26.64  0.95
 1.637 18.32 -26.83  0.95
 2.808 19.98 -26.56  0.02
 1.498 18.32 -26.62  0.95
 2.465 18.62 -27.69  0.74
 0.590 17.72 -25.18  0.95
 1.342 18.26 -26.47  0.95
 0.747 17.76 -25.80  0.95
 1.402 18.99 -25.84  0.95
 1.917 19.09 -26.48  0.95
 0.997 18.67 -25.48  0.95
 0.797 17.82 -25.89  0.95
 1.298 17.41 -27.25  0.95
 3.031 19.26 -27.48  0.53
 0.424 18.87 -23.27  0.95
 1.635 18.54 -26.61  0.95
 0.688 18.12 -25.21  0.94
 2.837 18.90 -27.67  0.15
 2.174 19.09 -26.87  0.95
 0.459 18.47 -23.83  0.95
 1.504 17.58 -27.36  0.95
 1.411 18.49 -26.35  0.95
 2.941 19.74 -26.92  0.17
 1.897 18.30 -27.24  0.95
 0.122 15.91 -23.03  0.95
 1.167 18.06 -26.37  0.95
 0.423 18.81 -23.33  0.95
 0.691 18.21 -25.14  0.93
 3.066 20.20 -26.57  0.52
 1.971 19.08 -26.59  0.95
 0.404 18.13 -23.93  0.95
 1.655 18.85 -26.33  0.95
 3.870 19.02 -28.27  0.93
 1.632 19.05 -26.09  0.95
 3.186 19.39 -27.46  0.78
 1.279 18.94 -25.69  0.95
 0.963 18.18 -25.92  0.95
 2.272 18.95 -27.14  0.85
 1.991 18.78 -26.92  0.95
 2.196 18.19 -27.80  0.94
 1.674 18.83 -26.38  0.95
 1.494 19.02 -25.91  0.95
 1.337 17.44 -27.29  0.95
 3.257 18.95 -27.95  0.89
 1.502 17.83 -27.11  0.95
 3.224 19.12 -27.76  0.82
 1.772 19.09 -26.26  0.95
 0.805 17.44 -26.29  0.95
 1.508 17.61 -27.34  0.95
 0.357 18.64 -23.18  0.95
 1.504 18.95 -26.00  0.95
 1.403 18.67 -26.16  0.95
 1.148 18.66 -25.74  0.95
 2.038 18.65 -27.12  0.95
 2.218 18.82 -27.19  0.93
 2.748 19.07 -27.43  0.95
 1.083 18.26 -26.04  0.95
 0.611 17.62 -25.36  0.94
 1.883 18.80 -26.71  0.95
 1.464 18.61 -26.29  0.95
 2.127 19.06 -26.83  0.95
 1.424 18.68 -26.18  0.95
 2.292 18.89 -27.23  0.86
 1.346 18.27 -26.48  0.95
 2.947 18.99 -27.68  0.43
 0.871 19.00 -24.90  0.95
 0.808 19.06 -24.68  0.95
 3.748 20.03 -27.17  0.90
 0.705 18.34 -25.07  0.95
 1.954 17.91 -27.73  0.95
 1.514 17.93 -27.03  0.95
 1.641 18.61 -26.56  0.95
 0.992 18.37 -25.78  0.95
 1.746 18.47 -26.85  0.95
 1.939 17.64 -27.98  0.95
 2.841 20.07 -26.50  0.02
 1.234 18.29 -26.26  0.95
 1.661 17.97 -27.22  0.95
 1.701 18.09 -27.17  0.95
 0.717 17.48 -25.97  0.94
 2.025 18.80 -26.95  0.95
 0.703 17.41 -25.99  0.94
 3.080 19.34 -27.44  0.69
 1.299 18.53 -26.13  0.95
 0.850 18.95 -24.90  0.95
 0.711 17.19 -26.24  0.94
 2.221 18.40 -27.62  0.93
 0.783 18.20 -25.47  0.95
 3.618 19.43 -27.66  0.73
 1.840 17.92 -27.53  0.95
 0.727 18.72 -24.78  0.94
 0.410 18.81 -23.27  0.95
 0.447 18.80 -23.44  0.95
 1.845 19.02 -26.43  0.95
 0.901 17.67 -26.30  0.95
 1.659 18.92 -26.27  0.95
 1.522 19.04 -25.93  0.95
 1.065 18.31 -25.95  0.95
 3.389 19.78 -27.23  0.75
 0.796 18.18 -25.52  0.95
 3.181 19.63 -27.22  0.73
 2.154 18.96 -26.97  0.94
 0.501 18.40 -24.10  0.95
 0.774 18.97 -24.67  0.95
 1.819 18.61 -26.81  0.95
 1.056 19.09 -25.16  0.95
 2.122 17.73 -28.16  0.95
 1.657 18.54 -26.65  0.95
 1.471 18.16 -26.74  0.95
 1.200 19.08 -25.41  0.95
 2.136 18.81 -27.09  0.95
 0.740 17.95 -25.59  0.94
 0.658 17.79 -25.40  0.92
 0.922 18.72 -25.30  0.95
 2.038 18.68 -27.08  0.95
 0.163 15.53 -24.17  0.95
 0.539 18.01 -24.67  0.95
 1.951 17.40 -28.24  0.95
 1.027 18.40 -25.81  0.95
 4.377 18.92 -28.75  0.95
 0.202 17.18 -22.99  0.95
 0.876 18.48 -25.42  0.95
 2.990 19.80 -26.90  0.29
 1.502 18.92 -26.02  0.95
 1.387 18.53 -26.28  0.95
 0.635 18.53 -24.55  0.95
 1.670 18.56 -26.65  0.95
 1.375 17.95 -26.84  0.95
 2.145 18.36 -27.56  0.95
 1.578 19.09 -25.97  0.95
 0.335 18.56 -23.11  0.95
 0.525 18.84 -23.77  0.95
 1.620 18.84 -26.29  0.95
 2.441 18.52 -27.76  0.72
 0.668 18.83 -24.40  0.93
 2.978 19.41 -27.29  0.32
 0.290 18.12 -23.22  0.95
 0.946 18.76 -25.30  0.95
 1.618 18.39 -26.73  0.95
 1.346 18.50 -26.24  0.95
 3.020 20.17 -26.56  0.35
 2.038 19.08 -26.69  0.95
 2.964 19.06 -27.62  0.54
 1.134 19.01 -25.37  0.95
 1.553 18.71 -26.30  0.95
 1.287 18.14 -26.50  0.95
 1.986 18.34 -27.35  0.95
 1.210 18.31 -26.19  0.95
 1.563 17.82 -27.21  0.95
 1.083 18.66 -25.63  0.95
 2.074 19.05 -26.76  0.95
 1.544 18.75 -26.25  0.95
 0.560 17.27 -25.51  0.95
 1.680 18.49 -26.73  0.95
 2.065 18.67 -27.14  0.95
 1.098 19.91 -24.41  0.00
 2.018 18.42 -27.32  0.95
 2.192 19.09 -26.89  0.95
 0.761 18.85 -24.76  0.95
 2.066 19.06 -26.74  0.95
 0.536 18.70 -23.96  0.95
 2.091 18.96 -26.88  0.95
 2.664 18.93 -27.51  0.09
 1.693 18.04 -27.20  0.95
 2.742 20.16 -26.33  0.00
 1.946 18.22 -27.40  0.95
 1.070 16.24 -28.03  0.95
 1.099 18.93 -25.39  0.95
 0.909 19.07 -24.92  0.95
 0.691 18.07 -25.28  0.93
 2.006 19.03 -26.69  0.95
 1.118 18.72 -25.64  0.95
 1.489 19.09 -25.83  0.95
 0.871 18.30 -25.60  0.95
 0.427 18.91 -23.24  0.95
 2.276 17.42 -28.67  0.89
 1.731 18.79 -26.51  0.95
 3.850 20.02 -27.25  0.88
 1.709 17.74 -27.53  0.95
 1.344 18.17 -26.57  0.95
 2.047 18.85 -26.93  0.95
 1.184 18.31 -26.15  0.95
 3.149 18.87 -27.95  0.82
 1.600 18.23 -26.86  0.95
 0.697 19.08 -24.29  0.90
 1.257 18.80 -25.79  0.95
 1.234 19.05 -25.50  0.95
 3.898 19.59 -27.72  0.91
 1.922 18.91 -26.67  0.95
 1.522 18.78 -26.19  0.95
 1.914 18.87 -26.70  0.95
 2.133 18.67 -27.23  0.95
 1.759 19.05 -26.28  0.95
 1.888 18.87 -26.65  0.95
 1.532 18.78 -26.20  0.95
 0.948 18.88 -25.19  0.95
 0.610 18.99 -23.98  0.94
 3.309 19.22 -27.73  0.83
 1.653 17.61 -27.57  0.95
 1.734 19.06 -26.24  0.95
 1.043 19.00 -25.23  0.95
 1.482 18.43 -26.49  0.95
 0.207 15.71 -24.54  0.95
 0.661 18.22 -24.99  0.93
 1.014 18.48 -25.70  0.95
 0.588 18.15 -24.74  0.95
 0.327 17.43 -24.18  0.95
 1.012 19.07 -25.11  0.95
 0.424 18.84 -23.30  0.95
 0.340 18.22 -23.48  0.95
 1.329 17.84 -26.87  0.95
 0.468 18.76 -23.58  0.95
 2.091 19.05 -26.79  0.95
 0.747 19.03 -24.53  0.94
 2.033 18.64 -27.12  0.95
 2.473 18.98 -27.33  0.67
 1.160 18.15 -26.27  0.95
 0.469 16.57 -25.78  0.95
 0.992 17.08 -27.07  0.95
 1.949 18.81 -26.82  0.95
 3.140 19.99 -26.83  0.64
 0.965 19.02 -25.09  0.95
 1.043 17.77 -26.46  0.95
 0.435 18.74 -23.45  0.95
 0.515 19.05 -23.52  0.95
 1.959 18.10 -27.55  0.95
 3.200 19.78 -27.08  0.73
 3.483 19.75 -27.29  0.55
 1.456 17.89 -27.00  0.95
 1.822 18.98 -26.44  0.95
 0.547 18.39 -24.33  0.95
 1.881 17.92 -27.59  0.95
 1.622 19.08 -26.04  0.95
 1.329 18.69 -26.02  0.95
 0.527 18.70 -23.93  0.95
 1.212 18.97 -25.54  0.95
 1.801 18.04 -27.35  0.95
 2.966 20.16 -26.52  0.25
 1.505 18.96 -25.98  0.95
 1.780 19.03 -26.33  0.95
 0.921 19.10 -24.92  0.95
 0.709 17.86 -25.56  0.94
 1.444 18.41 -26.47  0.95
 1.040 19.00 -25.22  0.95
 1.299 18.60 -26.06  0.95
 3.507 18.39 -28.65  0.73
 1.320 19.05 -25.64  0.95
 0.854 19.05 -24.81  0.95
 4.500 20.14 -27.58  0.94
 3.975 19.88 -27.49  0.92
 2.100 18.14 -27.72  0.95
 1.653 17.91 -27.27  0.95
 1.288 19.08 -25.57  0.95
 4.530 19.73 -28.00  0.95
 1.348 18.11 -26.64  0.95
 1.871 19.09 -26.40  0.95
 2.205 18.53 -27.47  0.93
 3.018 19.67 -27.06  0.46
 1.844 18.79 -26.67  0.95
 1.188 18.27 -26.19  0.95
 1.007 17.74 -26.43  0.95
 1.172 18.72 -25.72  0.95
 0.487 19.02 -23.41  0.95
 0.110 15.19 -23.51  0.95
 2.081 17.67 -28.16  0.95
 1.411 18.24 -26.60  0.95
 3.680 19.64 -27.50  0.81
 0.544 18.79 -23.91  0.95
 1.587 18.38 -26.69  0.95
 4.127 20.07 -27.40  0.94
 0.754 16.75 -26.84  0.95
 1.874 17.87 -27.63  0.95
 3.581 18.81 -28.27  0.79
 1.078 16.07 -28.21  0.95
 1.934 18.07 -27.53  0.95
 1.139 18.54 -25.85  0.95
 2.203 18.24 -27.75  0.93
 2.175 18.80 -27.16  0.94
 1.929 16.99 -28.60  0.95
 0.377 18.81 -23.12  0.95
 1.632 17.94 -27.20  0.95
 1.191 18.13 -26.34  0.95
 3.293 19.82 -27.12  0.76
 2.077 18.73 -27.09  0.95
 0.690 18.87 -24.48  0.93
 0.282 17.89 -23.37  0.95
 0.392 18.92 -23.08  0.95
 1.482 18.95 -25.97  0.95
 0.452 18.76 -23.50  0.95
 1.992 18.85 -26.85  0.95
 2.162 18.43 -27.51  0.94
 1.912 18.52 -27.04  0.95
 1.447 18.49 -26.40  0.95
 1.840 19.04 -26.41  0.95
 2.339 18.38 -27.78  0.83
 1.452 18.43 -26.46  0.95
 3.294 19.69 -27.24  0.83
 2.342 18.61 -27.56  0.80
 3.079 20.17 -26.60  0.52
 3.107 18.52 -28.27  0.83
 3.160 20.18 -26.65  0.64
 1.007 18.83 -25.34  0.95
 1.141 19.00 -25.39  0.95
 0.601 19.02 -23.92  0.94
 1.661 18.18 -27.01  0.95
 1.643 18.88 -26.29  0.95
 0.571 18.86 -23.98  0.95
 1.205 19.04 -25.45  0.95
 1.276 19.04 -25.59  0.95
 0.739 18.55 -24.98  0.95
 1.509 18.67 -26.27  0.95
 0.456 18.98 -23.30  0.95
 2.040 17.51 -28.26  0.95
 0.740 18.59 -24.95  0.95
 1.550 19.04 -25.96  0.95
 2.429 18.97 -27.30  0.67
 1.657 18.64 -26.54  0.95
 1.049 18.94 -25.30  0.95
 0.945 18.01 -26.06  0.95
 0.513 18.17 -24.39  0.95
 1.709 18.70 -26.57  0.95
 1.764 19.01 -26.33  0.95
 4.769 19.70 -27.95  0.95
 0.490 18.98 -23.47  0.95
 2.966 19.08 -27.61  0.54
 2.065 18.75 -27.05  0.95
 0.617 17.99 -25.01  0.95
 2.163 18.30 -27.65  0.94
 1.756 18.65 -26.68  0.95
 1.000 18.82 -25.34  0.95
 0.397 18.41 -23.62  0.95
 0.468 18.86 -23.49  0.95
 1.185 18.84 -25.62  0.95
 1.189 17.03 -27.44  0.95
 1.163 18.39 -26.03  0.95
 1.312 18.68 -26.00  0.95
 1.826 18.63 -26.80  0.95
 1.867 18.54 -26.95  0.95
 0.545 17.53 -25.18  0.95
 1.060 19.01 -25.24  0.95
 1.974 19.02 -26.65  0.95
 1.203 18.92 -25.57  0.95
 1.639 18.95 -26.21  0.95
 1.658 16.30 -28.89  0.95
 1.613 19.03 -26.08  0.95
 1.590 17.89 -27.18  0.95
 1.881 18.41 -27.10  0.95
 1.896 17.24 -28.29  0.95
 1.905 18.48 -27.07  0.95
 3.288 19.90 -27.03  0.79
 1.597 19.00 -26.09  0.95
 1.813 18.30 -27.11  0.95
 0.988 18.88 -25.26  0.95
 2.139 18.36 -27.55  0.95
 0.681 17.87 -25.43  0.94
 1.566 18.44 -26.60  0.95
 1.079 18.35 -25.94  0.95
 1.669 18.85 -26.35  0.95
 1.253 18.74 -25.84  0.95
 1.669 18.49 -26.71  0.95
 0.369 17.64 -24.24  0.95
 1.653 18.54 -26.63  0.95
 1.716 18.03 -27.24  0.95
 3.398 18.69 -28.32  0.90
 0.726 19.06 -24.43  0.94
 3.251 20.16 -26.74  0.72
 1.248 18.91 -25.66  0.95
 3.924 19.91 -27.42  0.94
 2.884 19.82 -26.79  0.11
 1.503 18.92 -26.02  0.95
 0.847 18.92 -24.92  0.95
 1.618 18.43 -26.70  0.95
 0.481 17.23 -25.18  0.95
 1.615 19.07 -26.05  0.95
 0.578 18.89 -23.96  0.95
 2.499 18.63 -27.71  0.74
 0.860 17.50 -26.37  0.95
 0.651 18.87 -24.29  0.93
 1.362 18.61 -26.16  0.95
 1.918 18.72 -26.85  0.95
 1.132 18.44 -25.93  0.95
 3.125 19.54 -27.27  0.73
 1.879 19.04 -26.46  0.95
 1.624 18.10 -27.03  0.95
 1.578 18.27 -26.78  0.95
 2.195 18.38 -27.61  0.94
 2.014 19.03 -26.70  0.95
 1.409 19.09 -25.76  0.95
 1.532 18.81 -26.17  0.95
 1.706 18.91 -26.35  0.95
 3.513 19.91 -27.14  0.50
 1.739 18.94 -26.37  0.95
 1.244 18.64 -25.92  0.95
 3.316 20.15 -26.81  0.71
 1.644 18.29 -26.87  0.95
 0.329 18.48 -23.15  0.95
 1.539 18.73 -26.27  0.95
 1.062 19.00 -25.26  0.95
 1.460 19.08 -25.82  0.95
 4.182 18.83 -28.68  0.95
 0.517 18.70 -23.89  0.95
 0.937 18.35 -25.69  0.95
 1.302 18.58 -26.09  0.95
 0.794 18.19 -25.51  0.95
 2.259 18.52 -27.55  0.87
 1.382 19.03 -25.77  0.95
 1.554 18.41 -26.60  0.95
 1.052 18.75 -25.49  0.95
 1.957 18.80 -26.84  0.95
 0.305 17.79 -23.67  0.95
 2.019 18.09 -27.65  0.95
 1.772 18.43 -26.92  0.95
 0.663 18.57 -24.64  0.91
 1.719 18.99 -26.29  0.95
 1.793 18.98 -26.40  0.95
 0.423 18.86 -23.27  0.95
 2.015 18.95 -26.78  0.95
 1.120 17.99 -26.37  0.95
 1.219 19.06 -25.46  0.95
 1.492 19.02 -25.91  0.95
 1.442 18.40 -26.48  0.95
 2.203 18.63 -27.37  0.93
 0.918 18.75 -25.26  0.95
 2.006 18.96 -26.76  0.95
 2.572 18.74 -27.67  0.56
 1.059 18.63 -25.63  0.95
 3.250 20.20 -26.70  0.00
 1.363 19.04 -25.73  0.95
 1.930 18.91 -26.69  0.95
 0.505 18.24 -24.28  0.95
 1.888 19.07 -26.45  0.95
 2.008 17.91 -27.82  0.95
 1.619 17.53 -27.59  0.95
 3.290 19.70 -27.23  0.80
 0.613 19.08 -23.90  0.94
 0.390 17.44 -24.56  0.95
 1.345 18.56 -26.18  0.95
 0.939 17.64 -26.41  0.95
 0.902 18.70 -25.27  0.95
 1.312 18.46 -26.23  0.95
 0.539 18.90 -23.77  0.95
 0.940 18.52 -25.54  0.95
 2.160 18.92 -27.02  0.94
 1.672 18.94 -26.26  0.95
 1.098 18.97 -25.35  0.95
 0.435 18.63 -23.55  0.95
 3.028 18.93 -27.80  0.70
 1.628 18.59 -26.55  0.95
 1.306 18.98 -25.70  0.95
 1.802 18.73 -26.67  0.95
 2.299 18.86 -27.26  0.86
 1.510 18.20 -26.75  0.95
 3.021 18.90 -27.83  0.70
 1.147 18.95 -25.44  0.95
 1.897 18.90 -26.64  0.95
 1.590 18.92 -26.16  0.95
 1.003 19.00 -25.16  0.95
 3.952 20.12 -27.23  0.91
 1.474 18.33 -26.58  0.95
 0.547 18.16 -24.55  0.95
 1.575 18.38 -26.68  0.95
 0.607 18.96 -24.01  0.94
 1.312 19.04 -25.65  0.95
 1.824 18.47 -26.96  0.95
 1.637 18.94 -26.21  0.95
 2.292 18.13 -27.99  0.88
 1.677 18.78 -26.44  0.95
 0.660 18.87 -24.33  0.93
 1.311 18.56 -26.12  0.95
 1.312 19.00 -25.69  0.95
 1.379 18.22 -26.57  0.95
 3.403 18.37 -28.65  0.77
 1.255 18.93 -25.65  0.95
 2.200 18.43 -27.56  0.93
 0.498 18.51 -23.98  0.95
 1.076 18.48 -25.81  0.95
 1.387 17.91 -26.90  0.95
 0.567 18.32 -24.49  0.95
 0.451 18.35 -23.91  0.95
 1.363 18.95 -25.82  0.95
 0.344 18.63 -23.10  0.95
 0.400 17.87 -24.17  0.95
 1.507 18.11 -26.83  0.95
 3.626 20.05 -27.06  0.65
 1.975 18.77 -26.91  0.95
 1.887 18.90 -26.62  0.95
 1.380 18.89 -25.91  0.95
 0.506 18.66 -23.87  0.95
 0.463 18.67 -23.65  0.95
